λ python main.py
2023-10-03 20:19:37,573(main) INFO: starting...
2023-10-03 20:19:43,061(main) INFO: processing start... models: 11 cv iters: 2 filter: none
306 (306, 180, 180, 1)
54 (54, 180, 180, 1)
56 (56, 180, 180, 1)
2023-10-03 20:58:24,318(main) INFO: {'run_num': 1, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 29}
2023-10-04 15:37:15,473(main) INFO: {'run_num': 67, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 25}
2023-10-04 16:20:49,557(main) INFO: {'run_num': 68, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 39}
2023-10-04 16:52:10,400(main) INFO: {'run_num': 69, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.66, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 14}
2023-10-04 17:12:56,451(main) INFO: {'run_num': 70, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 41}
2023-10-04 17:23:30,799(main) INFO: {'run_num': 71, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 21}
2023-10-04 17:33:38,497(main) INFO: {'run_num': 72, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 17:41:42,363(main) INFO: {'run_num': 73, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.48, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 16}
2023-10-04 17:51:54,449(main) INFO: {'run_num': 74, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 18:02:38,410(main) INFO: {'run_num': 75, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 21}
2023-10-04 18:13:04,140(main) INFO: {'run_num': 76, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 18:23:25,984(main) INFO: {'run_num': 77, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 18:52:49,976(main) INFO: {'run_num': 78, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 10}
2023-10-04 19:28:21,337(main) INFO: {'run_num': 79, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 23}
2023-10-04 19:59:37,858(main) INFO: {'run_num': 80, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 14}
2023-10-04 20:20:43,789(main) INFO: {'run_num': 81, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 42}
2023-10-04 20:31:06,796(main) INFO: {'run_num': 82, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.68, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 20:41:19,249(main) INFO: {'run_num': 83, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.71, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 20:49:35,452(main) INFO: {'run_num': 84, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.66, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-04 20:59:50,578(main) INFO: {'run_num': 85, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.75, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 21:10:42,849(main) INFO: {'run_num': 86, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-04 21:21:04,873(main) INFO: {'run_num': 87, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 21:31:33,747(main) INFO: {'run_num': 88, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 22:03:27,702(main) INFO: {'run_num': 89, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 15}
2023-10-04 22:41:30,756(main) INFO: {'run_num': 90, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 28}
2023-10-04 23:12:19,654(main) INFO: {'run_num': 91, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.64, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 13}
2023-10-04 23:32:25,338(main) INFO: {'run_num': 92, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.59, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 40}
2023-10-04 23:42:33,582(main) INFO: {'run_num': 93, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 23:52:26,159(main) INFO: {'run_num': 94, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-05 00:00:29,639(main) INFO: {'run_num': 95, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 16}
2023-10-05 00:10:43,844(main) INFO: {'run_num': 96, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 00:21:24,718(main) INFO: {'run_num': 97, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 21}
2023-10-05 00:31:43,998(main) INFO: {'run_num': 98, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 00:42:01,894(main) INFO: {'run_num': 99, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 01:09:26,353(main) INFO: {'run_num': 100, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 6}
2023-10-05 01:42:29,661(main) INFO: {'run_num': 101, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 18}
2023-10-05 02:12:47,210(main) INFO: {'run_num': 102, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.68, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 12}
2023-10-05 02:32:47,984(main) INFO: {'run_num': 103, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.59, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 40}
2023-10-05 02:42:56,644(main) INFO: {'run_num': 104, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 02:52:52,681(main) INFO: {'run_num': 105, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 19}
2023-10-05 03:01:03,273(main) INFO: {'run_num': 106, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-05 03:11:10,839(main) INFO: {'run_num': 107, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.73, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 03:21:44,290(main) INFO: {'run_num': 108, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.64, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-05 03:31:51,659(main) INFO: {'run_num': 109, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 03:41:58,593(main) INFO: {'run_num': 110, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 04:10:26,382(main) INFO: {'run_num': 111, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 8}
2023-10-05 04:44:02,104(main) INFO: {'run_num': 112, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-05 05:13:35,749(main) INFO: {'run_num': 113, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.55, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 11}
2023-10-05 05:33:37,157(main) INFO: {'run_num': 114, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.57, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 40}
2023-10-05 05:44:05,733(main) INFO: {'run_num': 115, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 05:53:54,257(main) INFO: {'run_num': 116, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-05 06:01:50,248(main) INFO: {'run_num': 117, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 15}
2023-10-05 06:11:56,556(main) INFO: {'run_num': 118, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 06:22:29,033(main) INFO: {'run_num': 119, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 21}
2023-10-05 06:32:42,790(main) INFO: {'run_num': 120, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 06:42:43,641(main) INFO: {'run_num': 121, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-05 07:09:39,121(main) INFO: {'run_num': 122, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 5}
2023-10-05 07:42:23,137(main) INFO: {'run_num': 123, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 17}
2023-10-05 08:12:18,327(main) INFO: {'run_num': 124, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 11}
2023-10-05 08:32:21,170(main) INFO: {'run_num': 125, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 40}
2023-10-05 08:42:38,658(main) INFO: {'run_num': 126, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.73, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 08:52:38,702(main) INFO: {'run_num': 127, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.61, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 09:00:49,291(main) INFO: {'run_num': 128, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-05 09:11:13,742(main) INFO: {'run_num': 129, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.71, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 09:21:48,075(main) INFO: {'run_num': 130, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-05 09:32:05,173(main) INFO: {'run_num': 131, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-05 09:42:19,155(main) INFO: {'run_num': 132, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.005, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
306 (306, 180, 180, 1)
60 (60, 180, 180, 1)
53 (53, 180, 180, 1)
2023-10-05 10:20:13,977(main) INFO: {'run_num': 133, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 2, 'filter': 'none', 'cancer_ratio_train': 0.51, 'cancer_ratio_test': 0.55, 'accuracy': 0.45, 'train_dataset_size': 53, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 27}
